시장명,시장유형,위도,경도,점포수,공중화장실보유여부,주차장보유여부,개설연도
모란전통기름시장,상설장,37.4309121,127.1280127,52,Y,Y,2018
금광시장,상설장,37.45003783,127.159904,20,Y,Y,1991
모란종합시장,상설장+5일장,37.4303345,127.1288817,62,Y,Y,1974
은행시장,상설장,37.45758204,127.164475,50,Y,Y,2014
모란가축시장,상설장,37.4303345,127.1288817,40,N,Y,2017
권선종합시장,상설장,37.25610696,127.0245738,108,Y,Y,2005
구매탄시장,상설장,37.27260017,127.0419199,118,Y,Y,2006
정자시장,상설장,37.29069027,127.0008813,150,Y,Y,2009
장안문거북시장,상설장,37.29315046,127.0139733,119,Y,Y,2008
반딧불이연무시장,상설장,37.29395937,127.0259733,194,Y,Y,2011
조원시장,상설장,37.30078207,127.0153395,135,Y,N,2008
북수원시장,상설장,37.30702654,126.9921266,150,N,Y,2005
시민상가시장,상설장,37.27667892,127.0179844,54,Y,N,2005
지동시장,상설장,37.27788606,127.0196309,219,Y,Y,2005
화서시장,상설장,37.27858147,127.0020973,229,Y,Y,2005
미나리광시장,상설장,37.27727335,127.0196307,53,Y,Y,2006
대구예전우시장,상설장,35.85853653,128.5620298,40,Y,N,2011
달서송림시장,상설장,35.83685925,128.5470628,50,Y,Y,1983
달서시장,상설장,35.84019366,128.54425,215,Y,Y,2006
대동시장,상설장,35.81166479,128.5377894,104,Y,Y,2007
상원시장,상설장,35.80903113,128.5512909,70,Y,Y,2008
두류종합시장,상설장,35.84548989,128.5451496,32,Y,Y,1984
두류신시장,상설장,35.84527773,128.5462301,83,N,N,2015
송경종합시장,상설장,35.82709477,128.5516424,44,Y,N,1988
월촌역시장,상설장,35.82274189,128.5481718,59,Y,Y,2007
성서와룡시장,상설장,35.85582107,128.4993227,142,Y,Y,2006
성서용산시장,상설장,35.85513834,128.5213714,106,N,Y,2009
용산종합큰시장,상설장,35.85805075,128.5311686,61,Y,Y,2010
성서보성화성상가,상설장,35.85566206,128.5041129,35,Y,Y,1994
월배신시장,상설장,35.813256,128.5278755,58,N,N,2013
논공중앙시장,상설장,35.72838389,128.4465885,37,Y,Y,1996
현풍백년도깨비시장,상설장+5일장,35.69475898,128.4422247,81,Y,Y,1918
화원시장,상설장+5일장,35.80125474,128.499735,33,Y,Y,1914
산업용재관,상설장,35.90497291,128.6063945,1328,Y,Y,2017
전기재료관,상설장,35.90506337,128.6077144,197,Y,Y,2017
전자관,상설장,35.90720316,128.6070266,360,Y,Y,2017
전자상가,상설장,35.90545132,128.6049864,369,Y,Y,2017
서변중앙시장,상설장+5일장,35.92100516,128.596183,59,Y,N,2009
칠곡시장,상설장+5일장,35.94251904,128.5512255,58,Y,Y,1965
대구능금시장,상설장,35.87715081,128.6019682,120,Y,Y,2008
대구청과시장,상설장,35.87703471,128.6039146,110,Y,Y,2005
삼성시장,상설장,35.87781555,128.6034764,90,Y,N,1976
칠성시장,상설장,35.8763116,128.605428,223,Y,Y,1974
칠성본시장,상설장,35.87551455,128.6043822,80,N,Y,2015
칠성상가시장,상설장,35.87561023,128.6053142,54,Y,Y,2020
중앙시장,상설장,35.9216581,128.5449019,53,Y,Y,2007
새길시장,상설장,35.86504457,128.5715677,70,Y,N,1970
서부시장,상설장,35.87337382,128.5720533,135,Y,Y,1972
원고개시장,상설장,35.88028056,128.5682981,131,Y,Y,2011
불로전통시장,상설장+5일장,35.87461007,128.6889732,100,Y,Y,1930
반야월종합시장,상설장+5일장,35.87240724,128.7024478,500,Y,Y,1991
목련시장,상설장,35.86998779,128.7046656,62,Y,N,1990
동서시장,상설장,35.88820415,128.6333749,75,Y,N,1970
평화시장,상설장,35.88259978,128.6193995,72,Y,Y,1974
동대구역전시장,상설장,35.87430058,128.6205438,35,Y,N,1974
송라시장,상설장,35.87448539,128.6153112,48,Y,Y,1963
공항시장,상설장,35.8963962,128.6382503,62,Y,Y,1985
동구시장,상설장,35.87405704,128.6395727,150,Y,N,1977
관음시장,상설장,35.94492263,128.5472275,32,Y,N,2009
구암시장,상설장,35.926612,128.5541609,40,N,N,2010
팔달신시장,상설장,35.89068316,128.5659723,520,Y,Y,1976
동대구시장,상설장,35.88107854,128.6090909,77,Y,Y,1969
동대구신시장,상설장,35.88219175,128.6097877,98,Y,Y,2010
복현전통신시장,상설장,35.89327545,128.619193,66,N,N,2011
전기조명관,상설장,35.90569574,128.6082699,85,Y,Y,2017
원대신시장,상설장,35.88553022,128.5748073,45,Y,Y,1968
서구시장,상설장,35.87393821,128.5556896,99,Y,N,1979
대평리시장,상설장,35.87800549,128.5589352,65,Y,Y,1981
신평리시장,상설장,35.86809726,128.5606785,150,Y,Y,1980
청구시장,상설장,35.86485794,128.6440771,50,Y,Y,1980
수성현대시장,상설장,35.84954779,128.6094595,40,Y,N,1983
동성시장,상설장,35.85591488,128.6171376,68,Y,N,1971
수성시장,상설장,35.85426282,128.6160193,102,Y,Y,1971
태백시장,상설장,35.85519007,128.6167576,49,Y,Y,1974
신매시장,상설장,35.83727706,128.7097215,180,Y,N,2014
두원시장,상설장,35.83580893,128.625233,55,Y,Y,1998
지산목련시장(지산종합시장),상설장,35.82079684,128.631863,37,Y,Y,1990
염매시장,상설장,35.86686144,128.5916753,71,Y,N,1962
방천시장,상설장,35.86113952,128.6072142,68,Y,Y,2005
서문시장건해산물상가,상설장,35.86813973,128.5794894,84,Y,Y,2005
서문시장5지구,상설장,35.86808104,128.5784697,239,Y,Y,1977
동산상가,상설장,35.86895745,128.5817199,844,Y,Y,1977
서문시장제1지구포목시장,상설장,35.86938777,128.5798352,200,Y,Y,1974
서문시장제1지구직물시장,상설장,35.86938777,128.5798352,207,Y,Y,1974
명품프라자상가,상설장,35.86990532,128.5809084,120,Y,Y,2006
서문시장2지구종합상가,상설장,35.86881497,128.579536,1522,Y,Y,2015
서문시장4지구종합대체상가(베네시움),상설장,35.86672751,128.5827162,1205,Y,Y,2017
약령시장,상설장,35.86812814,128.5899293,240,Y,N,2015
번개시장,상설장,35.87508428,128.5981288,105,Y,Y,1988
중앙시장,상설장,35.87237538,128.5931143,30,Y,N,1972
옥수동새시장,상설장,34.87539656,128.7319145,35,Y,Y,1984
옥포국제시장,상설장,34.89435922,128.6895425,115,Y,Y,2006
옥현상가,상설장,34.89692238,128.6899341,75,Y,Y,1994
신부시장,상설장,34.8677231,128.7295445,50,Y,Y,1987
거창시장,상설장+5일장,35.68700298,127.9138722,293,Y,Y,1982
고성시장,상설장+5일장,34.97730013,128.3230514,265,Y,Y,1963
고성공룡시장,상설장,34.97266192,128.3233371,87,Y,Y,1910
배둔시장,상설장+5일장,35.05736209,128.3691501,29,Y,Y,1936
김해전통시장(김해동상시장),상설장,35.23624089,128.883862,180,Y,Y,1945
장유전통시장(장유중앙시장),상설장+5일장,35.20056341,128.8148125,98,Y,Y,1960
삼방시장,상설장,35.25078662,128.9096859,70,Y,Y,1990
외동전통시장,상설장,35.2329309,128.8660031,118,N,Y,1997
진영전통시장,상설장+5일장,35.30231684,128.7306322,72,Y,Y,1935
남해전통시장,상설장+5일장,34.84014878,127.8944844,115,Y,Y,1978
매산시장,상설장,37.26457025,127.0033483,103,N,N,2011
구천동공구상가시장,상설장,37.27211975,127.0173519,94,Y,Y,2005
남문로데오시장,상설장,37.27463391,127.0155146,174,Y,Y,2005
못골종합시장,상설장,37.27618303,127.0200138,86,Y,Y,2005
남문패션1번가시장,상설장,37.27562469,127.0181081,156,N,N,2005
역전시장,상설장,37.26630027,127.0023337,300,Y,Y,2006
도일시장,상설장+5일장,37.33951971,126.784087,74,Y,Y,1953
시흥삼미시장,상설장,37.44040657,126.7838201,152,Y,Y,1987
정왕시장,상설장,37.34556837,126.7489598,74,Y,Y,2002
오이도전통수산시장,상설장,37.34588337,126.6882074,74,Y,Y,1999
시화공구상가,상설장,37.33771151,126.7247015,954,Y,Y,1997
안산시시민시장,상설장+5일장,37.32536495,126.8050908,410,Y,Y,1997
스타프라자전통시장,상설장,37.32081608,126.8447219,137,Y,Y,2016
신안코아전통시장,상설장,37.29374921,126.8659882,166,Y,Y,1996
신안프라자전통시장,상설장,37.29647214,126.8658207,109,Y,Y,1992
월드프라자,상설장,37.30057013,126.8664493,223,Y,Y,2017
안산 다농마트 전통시장,상설장,37.32836033,126.8442469,275,Y,Y,2019
안성맞춤시장,상설장,37.00663081,127.2703585,137,Y,Y,1983
중앙시장,상설장+5일장,37.00656227,127.2687966,67,Y,Y,2007
안양관양시장,상설장,37.4052233,126.9593052,142,Y,N,2006
안양호계종합시장,상설장,37.37258823,126.9592777,178,Y,Y,2008
안양남부시장,상설장,37.39593498,126.924956,175,Y,Y,2005
중앙시장,상설장,37.39757136,126.919669,315,Y,Y,1961
박달시장,상설장,37.40464613,126.9096092,126,Y,Y,2005
석수시장,상설장,37.41286218,126.9079953,135,Y,Y,1979
안양중앙인정시장,상설장,37.39648106,126.9195685,412,Y,Y,2006
중부농수산물시장,상설장,37.39590837,126.9256223,31,Y,Y,1982
양동쌍학시장,상설장+5일장,37.42017548,127.7531956,100,Y,Y,1950
양평물맑은시장,상설장+5일장,37.49093506,127.4925686,206,Y,Y,1970
용문천년시장,상설장+5일장,37.48396864,127.5947554,153,Y,Y,1982
여주한글시장(여주중앙로상점가),상설장+5일장,37.29755162,127.6342927,180,Y,Y,2007
전곡전통시장,상설장,38.02715221,127.0681662,64,Y,Y,1963
오색시장,상설장+5일장,37.15133204,127.0709405,320,Y,Y,1914
죽전로데오상점가시장,상설장,37.32876491,127.1080484,130,Y,Y,1996
용인중앙시장,상설장+5일장,37.23671682,127.2078548,506,Y,Y,1960
부곡도깨비시장,상설장,37.31946613,126.9507058,128,Y,Y,1980
의정부시장,상설장,37.73944331,127.0511786,40,Y,Y,1978
의정부제일시장,상설장,37.74011951,127.0500672,334,Y,Y,1976
관고전통시장,상설장+5일장,37.28081691,127.4403638,99,Y,Y,1930
사기막골도자기시장,상설장,37.29367853,127.4117477,61,Y,Y,1978
장호원전통시장,상설장+5일장,37.11808847,127.6312509,64,Y,Y,1955
광탄시장,상설장+5일장,37.78145915,126.8484774,113,Y,Y,2005
금촌전통시장,상설장+5일장,37.76261761,126.7738861,95,Y,Y,2006
금촌문화로시장,상설장,37.76225011,126.7748746,130,Y,Y,2013
금촌명동로시장,상설장,37.76330134,126.773362,85,Y,Y,2013
적성전통시장,상설장+5일장,37.95460991,126.9186679,82,Y,Y,2013
봉일천시장,상설장+5일장,37.74353235,126.8078457,139,Y,Y,2017
서정리시장,상설장+5일장,37.05742213,127.0555064,100,Y,Y,1950
평택국제중앙시장,상설장,37.07987834,127.0521939,216,Y,Y,1950
안중시장,상설장+5일장,36.98766055,126.9276616,115,Y,Y,1960
송탄시장,상설장+5일장,37.08146214,127.0567273,142,Y,Y,1960
통복시장,상설장+5일장,36.99782533,127.0850763,594,Y,Y,1950
일동전통시장,상설장,37.95978103,127.3194792,35,Y,Y,1980
덕풍전통시장,상설장+5일장,37.54154098,127.202916,142,Y,Y,1980
신장전통시장,상설장,37.53788481,127.2070246,76,Y,Y,1928
남양시장,상설장+5일장,37.20902222,126.8161038,522,Y,Y,1935
궁평항해오름수산시장,상설장,37.11602674,126.6812763,158,Y,Y,2006
사강시장,상설장+5일장,37.21330187,126.7360036,341,Y,Y,1921
장량성도시장,상설장,36.06827244,129.3813701,62,Y,N,1993
죽도시장,상설장,36.03641447,129.3681411,460,Y,Y,1971
죽도농산물시장,상설장,36.03457995,129.3679641,458,Y,Y,1971
대명중앙시장,상설장,35.83680695,128.5677124,77,Y,Y,1976
관문상가시장,상설장,35.836547,128.5572825,211,Y,Y,2005
관문시장,상설장,35.8355326,128.5590665,122,Y,Y,1972
남부시장,상설장,35.84140021,128.5769336,106,Y,N,1971
대명시장,상설장,35.85841092,128.5771598,110,Y,Y,1975
명덕시장,상설장,35.84479575,128.5882681,42,Y,N,1967
성당시장,상설장,35.85017533,128.5729677,91,Y,Y,1971
영선신시장,상설장,35.85230042,128.5929228,120,Y,Y,2006
영선시장,상설장,35.85217011,128.5921006,125,Y,Y,1976
봉덕신시장,상설장,35.84510487,128.6033943,219,Y,Y,2006
봉덕시장,상설장,35.84571394,128.6036931,101,Y,Y,1972
대명신시장,상설장,35.85774192,128.5766374,60,Y,Y,2011
서남신시장,상설장,35.85401413,128.5459017,130,Y,Y,2006
월성청구시장,상설장,35.82752932,128.5311131,185,Y,Y,1993
대곡시장,상설장,35.80758537,128.535454,95,Y,Y,2007
도원시장,상설장,35.80757826,128.536715,56,Y,Y,2007
서대구시장,상설장,,,76,Y,Y,1970
신내당시장,상설장,35.85461519,128.5538543,87,Y,Y,1981
양덕중앙시장,상설장,35.23264857,128.5842725,111,Y,N,1982
역전통합시장,상설장,,,66,Y,Y,1981
코오롱타운상가,상설장,35.26630543,128.5249843,72,Y,Y,2002
서호전통시장,상설장,34.84146566,128.4201161,240,Y,Y,1984
통영중앙전통시장,상설장+5일장,34.84529762,128.4246206,275,Y,Y,1980
장전상가시장,상설장,35.23085024,129.0861108,57,Y,N,1974
기장시장,상설장,35.24369155,129.2148692,136,Y,Y,1944
동성하이타운시장,상설장,35.13356423,129.0875305,260,Y,Y,1979
남광시장,상설장,35.12395869,129.0887175,50,Y,N,1955
못골골목시장,상설장,35.13586205,129.0896296,147,Y,Y,1965
대연시장,상설장,35.13567567,129.0884182,77,Y,Y,1970
용호골목시장,상설장,35.11640599,129.1114621,116,Y,Y,1975
용호삼성시장,상설장,35.12389935,129.1105368,25,Y,N,1977
용호1동골목시장,상설장,35.1243582,129.1102038,153,Y,Y,1977
우암골목시장,상설장,35.12618059,129.0709109,111,Y,N,1952
성북시장,상설장,35.13873344,129.0487528,111,Y,Y,1960
부산자유시장,상설장,35.14096583,129.0610388,1483,Y,Y,1975
부산진시장,상설장,35.13642531,129.0588399,1050,Y,Y,1974
범일골목시장,상설장,35.14161538,129.0544611,87,Y,N,1970
수정시장,상설장,35.12823716,129.0463919,59,Y,Y,1979
진교공설시장,상설장+5일장,35.02717394,127.9038204,52,Y,Y,1955
하동공설시장,상설장+5일장,35.06980844,127.7483806,150,Y,Y,1977
화개장터,상설장,35.18862637,127.6242177,76,Y,Y,2000
횡천공설시장(횡천시장),상설장+5일장,35.10921398,127.8107034,18,Y,Y,1965
가야상설시장(가야시장),상설장+5일장,35.27725861,128.4064722,89,Y,Y,1965
함양토종약초시장,상설장,35.62596226,127.8137124,23,Y,Y,2006
삼가시장,상설장+5일장,35.41281571,128.1222817,92,Y,Y,1956
초계시장,상설장+5일장,35.5593151,128.2668387,62,Y,Y,1930
합천시장,상설장+5일장,,,159,Y,Y,1985
명지시장,상설장,35.11254126,128.931598,105,Y,Y,1945
구서오시게시장,상설장,35.24734164,129.089741,103,Y,Y,1981
금사제일상가시장,상설장,35.22045187,129.1125513,40,Y,N,1979
부곡상가시장,상설장,35.22548538,129.0915165,88,Y,N,1979
서동시장,상설장,35.21641237,129.1023592,72,Y,Y,1965
서동전통골목시장,상설장,35.21521985,129.1022459,177,Y,N,1968
서동향토시장,상설장,35.21593515,129.1033531,170,Y,N,1980
수정전통시장,상설장,35.1301211,129.0463736,113,N,N,1960
초량상가시장,상설장,35.11890115,129.0399838,100,Y,N,1975
명장시장,상설장,35.20403146,129.1074706,37,Y,N,1980
동래시장,상설장,35.20380978,129.0859348,350,Y,Y,1970
신정시장,상설장,35.19679122,129.0694863,45,N,N,1977
국민시장,상설장,35.19840108,129.0582405,78,Y,Y,1977
사직시장,상설장,35.20005107,129.0623223,139,Y,Y,1978
수안인정시장,상설장,35.20149174,129.0865781,243,Y,Y,2007
서원시장,상설장,35.20039365,129.0990109,51,Y,Y,1977
안락상가시장,상설장,35.1954977,129.1033164,58,Y,Y,1976
충렬상가시장,상설장,35.19809586,129.1099534,30,Y,Y,1983
금강시장,상설장,35.20162069,129.0685651,30,N,N,1976
금성상가시장,상설장,35.20817748,129.0719375,15,Y,Y,1976
가야벽산상가,상설장,35.14661391,129.0269938,76,Y,Y,1990
개금골목시장,상설장,35.15183238,129.0247972,118,Y,N,1975
개금큰시장,상설장,35.14851071,129.0178858,51,Y,N,1978
당감골목시장,상설장,35.16327791,129.0408613,109,Y,N,1973
당감시장,상설장,35.1639102,129.0418428,73,N,N,1972
당감새시장,상설장,35.16505858,129.0421458,130,Y,N,2007
국제상가,상설장,35.1684408,129.028207,100,Y,Y,1995
동평새시장,상설장,35.16665641,129.0409128,59,N,N,1970
부산평화시장,상설장,35.14169298,129.0606731,930,Y,Y,1970
철뚝시장,상설장,35.14221852,129.061564,82,N,N,1968
골드테마거리,상설장,35.14193347,129.0597796,320,Y,Y,1980
서면종합시장,상설장,35.16191688,129.0589776,245,Y,Y,1980
부전인삼시장,상설장,35.16323429,129.0609058,64,Y,Y,1978
부전상가,상설장,35.16034809,129.0595526,733,Y,Y,1950
부전농수산물새벽시장,상설장,35.16224371,129.0583055,265,Y,N,1985
부산전자종합시장,상설장,35.16375165,129.0624353,135,Y,Y,1981
서면시장,상설장,35.15565904,129.0581395,230,Y,Y,1972
부전기장골목시장,상설장,35.16220291,129.0612344,66,Y,N,1950
양정시장,상설장,35.17278081,129.0697876,126,Y,Y,1971
연지시장,상설장,35.17090389,129.0513996,84,N,N,1970
서면중앙시장,상설장,35.16087856,129.0632892,180,Y,Y,1981
전포놀이터시장,상설장,35.1589864,129.0670129,70,Y,N,1972
성곡종합시장,상설장,35.17478551,129.0480782,40,Y,N,1978
초읍시장,상설장,35.17731295,129.0528903,59,Y,N,1980
정이있는구포시장,상설장+5일장,35.20835511,129.0038538,750,Y,Y,1934
구포축산물도매시장,상설장,35.19619211,128.9892082,165,Y,Y,1970
덕천시장,상설장,35.21121969,129.0134242,140,Y,Y,1980
만덕시장,상설장,35.21449706,129.0353682,63,Y,N,1976
만덕2동제일상가시장,상설장,35.2022338,129.0361266,40,Y,N,1995
부산산업용재유통상가,상설장,35.15327637,128.9810744,830,Y,Y,1995
부산새벽시장,상설장,35.15414647,128.9824232,289,Y,Y,2006
고려쇼핑센터,상설장,35.16362495,128.9841897,158,Y,Y,1985
부산산업용품상협동조합,상설장,35.15975736,128.9804306,1006,Y,Y,1998
르네시떼시장,상설장,35.16433455,128.9777212,2620,Y,Y,1999
사상시장,상설장,35.1666584,128.9855035,220,N,N,2017
복이있는덕포시장,상설장,35.17128054,128.9822575,180,Y,N,2007
우신종합상가,상설장,35.18311806,128.9912824,152,Y,Y,1992
모라전통시장,상설장,35.18762397,128.9874406,94,Y,Y,2014
부산광역시건축자재판매협동조합,상설장,35.13287687,128.9653867,71,N,Y,1996
부산광역시철강판매협동조합,상설장,35.13320862,128.9666014,50,N,N,1997
주례현대무지개상가,상설장,35.14496154,129.0049881,145,Y,Y,1996
주례럭키종합상가,상설장,35.14874465,129.0029195,72,Y,Y,2014
구덕대림상가,상설장,35.13532193,128.9922457,30,Y,Y,1992
학장반도보라상가,상설장,35.1372845,128.9791729,134,Y,Y,1994
영해종합시장,상설장,35.14070935,128.9879557,32,Y,Y,1995
감천시장,상설장,35.08826869,129.0055178,44,Y,N,1975
괴정골목시장,상설장,35.09934084,128.9937052,173,Y,Y,1973
사하시장,상설장,35.09835125,128.986466,52,Y,Y,1977
다대씨-파크,상설장,35.05514162,128.9719714,233,Y,Y,1996
당리시장,상설장,35.10546316,128.9753435,31,Y,Y,1980
신평종합시장,상설장,35.09157799,128.9768724,43,Y,Y,1981
신평골목시장,상설장,35.09107824,128.9771235,106,Y,Y,1975
장림시장,상설장,35.08093025,128.9677464,30,Y,Y,1976
장림골목시장,상설장,35.0804627,128.9676804,103,N,Y,1977
가락타운상가시장,상설장,35.10107699,128.9579668,130,Y,Y,1992
하단오일상설시장,상설장+5일장,35.10372566,128.9708055,108,Y,Y,1960
에덴시장,상설장,35.11148597,128.9629645,30,Y,Y,1980
충무동새벽시장,상설장,35.09276733,129.0249253,149,Y,Y,1965
대신시장,상설장,35.11037336,129.0197021,91,Y,N,1932
내일전통시장,상설장+5일장,35.49332954,128.7533093,120,Y,Y,1915
밀양아리랑시장,상설장+5일장,35.49306115,128.7525542,110,Y,Y,1915
수산시장,상설장+5일장,35.37422786,128.7087852,68,Y,Y,1951
삼천포종합시장,상설장+5일장,34.93234179,128.0785407,160,Y,Y,1987
삼천포전통수산시장,상설장,34.92717247,128.069893,171,Y,Y,1994
서포시장,상설장+5일장,35.00686028,127.9779028,57,Y,Y,1998
삼천포중앙시장,상설장+5일장,34.92892392,128.076712,200,Y,Y,1967
사천읍시장,상설장,35.08405876,128.0890111,174,Y,Y,1975
산청시장,상설장+5일장,35.41530225,127.8763044,74,Y,Y,1982
덕계종합상설시장,상설장,35.36975442,129.1471525,175,Y,Y,1995
양산북부시장,상설장,35.35045076,129.041194,129,Y,Y,1988
서창시장,상설장+5일장,35.41625784,129.1720087,38,Y,Y,1919
양산남부시장상가,상설장+5일장,35.34339273,129.037046,107,Y,Y,1995
신평시장,상설장+5일장,35.49059663,129.0858533,48,Y,N,1962
신반시장,상설장+5일장,35.46811354,128.3250368,21,Y,Y,1932
의령시장,상설장+5일장,35.31851733,128.2606589,99,Y,Y,1930
진주동성상가,상설장,35.18091944,128.0893345,325,Y,Y,1994
동부종합상가,상설장,35.18704685,128.1162152,60,Y,N,1980
자유시장,상설장,35.1801612,128.1103028,145,Y,Y,1979
진주청과시장,상설장,35.19624733,128.0866843,232,N,N,1960
이현종합상가,상설장,35.19198664,128.0661291,500,Y,Y,1993
일반성시장,상설장+5일장,35.17121682,128.2822147,60,Y,Y,1962
천전시장,상설장,35.18508371,128.0885806,73,Y,N,1945
평거한보하이타운,상설장,35.17261455,128.0592567,148,Y,Y,1995
이방정기시장,상설장+5일장,,,9,Y,Y,1956
창녕상설시장,상설장+5일장,,,78,Y,Y,1980
구암시장,상설장,35.24953898,128.5996435,52,Y,Y,1997
북마산가구시장,상설장,35.21035524,128.5722761,61,Y,Y,2013
월영대시장,상설장,35.17946019,128.5576742,110,Y,N,2013
마산어시장,상설장,35.20376135,128.5789567,703,Y,Y,1780
신마산반월시장,상설장,35.18922274,128.5610113,80,Y,N,2005
부림상시장,상설장,35.20612909,128.5729194,48,Y,Y,1982
부림시장,상설장,,,402,Y,Y,1981
북마산중앙시장,상설장,35.21603828,128.5711777,216,Y,Y,1976
산호시장,상설장,35.21837357,128.581716,92,Y,Y,1978
신마산시장,상설장,35.18109351,128.5617121,127,Y,Y,1998
정우새어시장,상설장,35.20410405,128.5787107,72,Y,Y,1996
진동시장,상설장+5일장,35.11359014,128.487923,24,Y,Y,1962
진동전통시장,상설장+5일장,35.11330907,128.4873257,72,Y,Y,2012
마산수산시장,상설장,35.20294284,128.5804284,260,Y,Y,2014
마산역번개시장,상설장,35.23672222,128.5787496,78,Y,Y,2011
구암현대시장,상설장,35.24770952,128.5910363,62,Y,N,1980
서마산시장,상설장,35.22901572,128.5691214,36,Y,Y,1978
석전시장,상설장,35.23040104,128.5749057,170,Y,Y,1980
명서시장,상설장,35.24935473,128.6465712,184,Y,Y,2005
대동그린코아상가,상설장,35.24497074,128.6698819,74,Y,Y,1991
북동공설시장,상설장,35.26617837,128.6206956,46,Y,Y,2001
가음대상가,상설장,,,260,Y,Y,1999
경창상가,상설장,35.22016471,128.6793234,81,Y,Y,1982
덕산그린피아상가,상설장,35.2216794,128.676027,84,Y,Y,1996
명곡종합상가,상설장,35.24848527,128.646224,185,Y,Y,1995
봉곡프라자상가,상설장,35.24543773,128.659521,80,Y,Y,1994
소계시장,상설장,35.25675239,128.5989701,66,Y,N,1984
토월복합상가시장,상설장,35.22803686,128.6919407,269,Y,Y,1992
도계부부시장,상설장,35.25721522,128.6371383,99,Y,Y,2007
봉곡민속체험시장,상설장,35.2469697,128.6719663,136,Y,Y,1987
소답시장,상설장+5일장,35.26563899,128.6212756,54,Y,Y,2012
소계옛길시장,상설장,35.25791345,128.5982669,57,Y,N,2015
경화시장,상설장+5일장,,,140,Y,Y,1955
진해중앙시장,상설장,35.15106741,128.6656454,324,Y,Y,1946
창원기계공구상가,상설장,35.23376619,128.6410715,214,Y,Y,1993
합성옛길시장,상설장,35.23534201,128.5820118,102,N,N,2013
동마산시장,상설장,35.24003195,128.5875359,128,Y,Y,1978
합성동상가,상설장,35.23772413,128.5834595,74,Y,Y,2011
서대신1동골목시장,상설장,35.1086586,129.0144397,45,N,N,1950
대동훼미리코아상가,상설장,35.21174899,128.7076298,115,Y,Y,1992
성원3차종합상가,상설장,35.21499999,128.7052999,105,Y,Y,1992
대방덕산1차상가,상설장,35.2136147,128.7068944,68,Y,Y,1992
동성올림픽타운,상설장,35.22223259,128.6777296,92,Y,Y,1993
반송시장,상설장,35.23514045,128.6710424,150,Y,Y,2005
상남시장,상설장+5일장,35.22221729,128.6833743,408,Y,Y,2000
성원그랜드쇼핑상가,상설장,35.21937354,128.6915928,550,Y,Y,1994
양곡시장,상설장,35.20085421,128.6283314,103,Y,Y,1980
양곡유신종합상가,상설장,35.20755326,128.6267741,39,Y,Y,1981
중앙시장(창원중앙시장),상설장,35.22720352,128.6760527,225,Y,Y,1980
창원캔버라상가,상설장,35.22123568,128.6768305,25,Y,Y,1993
경민인터빌상가,상설장,35.23190306,128.5838182,78,Y,Y,2013
기산프라자,상설장,35.20528716,128.5808143,158,Y,Y,1997
대동중앙상가,상설장,35.25456061,128.6165949,43,Y,Y,1993
롯데종합상가,상설장,35.2333542,128.6848237,77,Y,Y,1985
서대신동골목시장,상설장,35.11041299,129.0173233,91,Y,N,1952
아미시장,상설장,35.09965023,129.0174856,34,N,N,1960
송남시장,상설장,35.07851,129.0168108,98,Y,Y,1978
충무동해안시장,상설장,35.09593786,129.0261002,81,Y,N,1965
충무동골목시장,상설장,35.09428445,129.023658,151,Y,Y,1967
광안시장,상설장,35.16017853,129.1124667,56,Y,Y,1955
삼익비치B상가시장,상설장,35.14321509,129.1139786,111,Y,Y,1981
남천해변시장,상설장,35.13915725,129.1090438,154,Y,Y,1989
삼익비치A상가시장,상설장,35.14321639,129.1139867,109,Y,Y,1980
망미새상가시장,상설장,35.17360458,129.100461,43,Y,N,1977
광안어패류시장,상설장,35.1555939,129.1245334,60,Y,Y,1989
민락어패류시장,상설장,35.15569625,129.1243496,65,Y,Y,1989
민락회타운시장,상설장,35.15555236,129.1238191,61,Y,Y,1990
민락골목시장,상설장,35.15711176,129.1244534,84,Y,Y,1983
민락씨랜드시장,상설장,35.15697591,129.1263963,55,Y,Y,1998
거제시장,상설장,35.18193034,129.0727857,88,Y,Y,1970
영남종합시장,상설장,35.18077628,129.077026,33,Y,Y,1978
연미새시장,상설장,35.17412971,129.0945818,33,Y,N,1977
연일시장,상설장,35.18557048,129.0848866,50,Y,N,1978
연천시장,상설장,35.18978505,129.0980902,90,Y,Y,1980
영도봉래시장,상설장,35.09272066,129.0432785,137,Y,Y,1970
남항시장,상설장,35.08890779,129.0422624,228,Y,Y,1960
청학시장,상설장,35.09660365,129.0603377,80,Y,Y,1970
남포동건어물도매시장,상설장,35.09683884,129.034719,122,Y,Y,1934
부산자갈밭시장,상설장,35.09661069,129.0305905,63,Y,Y,1970
신천지시장,상설장,35.09704464,129.0278162,147,Y,Y,1980
보수종합시장,상설장,35.10421143,129.0218183,52,Y,Y,1978
창선상가,상설장,35.10193912,129.027751,144,Y,Y,1948
부평깡통시장,상설장,35.10128805,129.0257282,462,Y,Y,1910
월드밸리,상설장,35.10280033,129.0263688,300,Y,Y,1995
국제시장,상설장,35.10153726,129.0280722,800,Y,Y,1948
아리랑거리,상설장,35.10045891,129.0289644,79,Y,Y,2002
새영주시장,상설장,35.11270202,129.0363088,58,Y,Y,1950
영주시장,상설장,35.11164138,129.0373926,40,Y,Y,1973
부산데파트,상설장,35.0983104,129.0367073,90,Y,Y,1969
